"year","statefip","age","sex","empstat","educ","wkswork1","uhrsworkly","incwage"
2010,"minnesota",42,"male","at work","master's degree",52,50,66000
2000,"north carolina",46,"male","at work","some college but no degree",52,40,44000
2017,"kentucky",21,"male","unemployed, experienced worker","high school diploma or equivalent",12,20,1680
2000,"kentucky",39,"male","at work","bachelor's degree",52,40,47000
2017,"alabama",34,"female","has job, not at work last week","master's degree",40,25,75000
2010,"new hampshire",41,"male","at work","high school diploma or equivalent",52,55,70000
2017,"louisiana",48,"male","at work","bachelor's degree",52,40,55002
2010,"texas",52,"female","at work","some college but no degree",52,32,6000
2017,"minnesota",48,"male","at work","high school diploma or equivalent",52,60,70000
2000,"pennsylvania",24,"female","at work","bachelor's degree",26,40,16000
2010,"nevada",35,"female","at work","some college but no degree",30,50,24000
2010,"california",45,"male","at work","some college but no degree",52,50,30000
2010,"montana",58,"female","at work","bachelor's degree",52,40,30000
2010,"district of columbia",43,"male","at work","grades 1, 2, 3, or 4",52,40,32000
2010,"minnesota",30,"female","at work","master's degree",49,40,99677
2000,"wisconsin",26,"male","at work","high school diploma or equivalent",52,40,49000
2010,"massachusetts",23,"female","at work","some college but no degree",30,20,10000
2017,"arkansas",43,"female","at work","some college but no degree",52,45,19000
2017,"tennessee",33,"male","at work","high school diploma or equivalent",52,60,25000
2000,"california",30,"female","at work","bachelor's degree",52,20,28000
2000,"new york",28,"female","has job, not at work last week","high school diploma or equivalent",8,38,16656
2010,"illinois",34,"male","at work","bachelor's degree",52,45,39780
2010,"north carolina",19,"male","nilf, other","some college but no degree",8,30,600
2010,"vermont",20,"female","at work","some college but no degree",20,10,3000
2010,"michigan",64,"female","at work","some college but no degree",52,40,25000
2010,"michigan",45,"male","at work","grades 1, 2, 3, or 4",52,40,24000
2000,"ohio",44,"male","at work","high school diploma or equivalent",52,50,30000
2017,"ohio",59,"female","at work","bachelor's degree",52,40,40000
2017,"new york",61,"male","at work","high school diploma or equivalent",52,40,80000
2010,"colorado",52,"female","at work","associate's degree, occupational/vocational program",52,40,46000
2017,"ohio",51,"female","has job, not at work last week","associate's degree, academic program",52,40,66000
2010,"west virginia",49,"female","at work","some college but no degree",52,40,30000
2017,"georgia",38,"male","at work","bachelor's degree",52,52,75000
2000,"new mexico",50,"female","at work","some college but no degree",50,20,28
2000,"new mexico",22,"male","at work","high school diploma or equivalent",52,77,9600
2017,"south carolina",56,"female","at work","some college but no degree",52,35,43000
2000,"kansas",26,"male","at work","bachelor's degree",52,45,24413
2017,"district of columbia",45,"female","at work","some college but no degree",52,40,50000
2017,"massachusetts",63,"male","at work","bachelor's degree",52,40,67000
2000,"indiana",24,"male","at work","bachelor's degree",24,40,13000
2017,"california",32,"female","at work","some college but no degree",52,40,75000
2010,"hawaii",52,"male","at work","bachelor's degree",52,40,70000
2017,"texas",54,"female","at work","master's degree",52,40,89000
2017,"california",58,"male","at work","associate's degree, occupational/vocational program",52,48,110000
2000,"california",38,"female","at work","high school diploma or equivalent",52,40,48000
2010,"indiana",38,"female","at work","bachelor's degree",52,40,20000
2000,"ohio",21,"male","nilf, other","some college but no degree",14,44,6100
2010,"florida",36,"male","armed forces","high school diploma or equivalent",52,40,40000
2017,"florida",24,"male","at work","bachelor's degree",12,30,4000
2010,"new jersey",35,"male","at work","grades 5 or 6",52,40,20800
2000,"oregon",20,"male","at work","some college but no degree",52,40,9917
2010,"pennsylvania",33,"male","unemployed, experienced worker","some college but no degree",35,50,10000
2010,"texas",61,"female","at work","some college but no degree",52,40,17160
2010,"connecticut",36,"male","at work","associate's degree, academic program",52,40,50000
2000,"pennsylvania",46,"female","at work","doctorate degree",52,40,244805
2017,"hawaii",31,"male","at work","high school diploma or equivalent",52,40,28000
2000,"pennsylvania",53,"male","at work","bachelor's degree",52,50,45370
2010,"hawaii",53,"male","nilf, other","high school diploma or equivalent",52,40,20000
2010,"delaware",27,"female","at work","high school diploma or equivalent",52,40,35000
2017,"new mexico",49,"female","at work","some college but no degree",52,40,22300
2010,"north carolina",44,"female","at work","high school diploma or equivalent",52,38,17000
2010,"south carolina",52,"male","at work","high school diploma or equivalent",52,60,38000
2017,"mississippi",38,"male","at work","high school diploma or equivalent",30,80,69000
2000,"pennsylvania",64,"female","at work","high school diploma or equivalent",52,30,9500
2017,"ohio",49,"female","at work","associate's degree, occupational/vocational program",52,50,20000
2010,"massachusetts",45,"female","at work","high school diploma or equivalent",52,40,13000
2017,"pennsylvania",26,"female","at work","high school diploma or equivalent",52,15,7800
2010,"california",45,"female","at work","grades 1, 2, 3, or 4",32,35,6500
2010,"iowa",61,"male","at work","associate's degree, occupational/vocational program",52,40,31200
2017,"texas",30,"female","at work","high school diploma or equivalent",26,40,7800
2010,"virginia",32,"female","at work","high school diploma or equivalent",52,40,15000
2010,"kansas",57,"female","at work","doctorate degree",52,40,62000
2010,"oklahoma",42,"female","unemployed, experienced worker","high school diploma or equivalent",12,30,3000
2000,"alabama",50,"male","at work","grade 10",50,50,18310
2010,"texas",33,"male","at work","high school diploma or equivalent",52,45,35000
2000,"massachusetts",44,"female","unemployed, experienced worker","associate's degree, occupational/vocational program",30,40,7488
2017,"hawaii",34,"female","at work","bachelor's degree",52,40,20000
2017,"missouri",43,"female","at work","bachelor's degree",52,40,72000
2010,"california",28,"male","at work","high school diploma or equivalent",24,32,8000
2000,"new jersey",37,"male","at work","bachelor's degree",52,40,70000
2010,"washington",23,"female","has job, not at work last week","some college but no degree",52,40,35000
2010,"wyoming",29,"male","at work","high school diploma or equivalent",52,99,2400
2010,"missouri",24,"female","at work","grade 10",4,40,2000
2017,"pennsylvania",60,"male","at work","bachelor's degree",9,40,4000
2017,"louisiana",36,"male","at work","high school diploma or equivalent",52,40,21000
2010,"alaska",41,"male","at work","some college but no degree",52,40,110000
2000,"nevada",33,"female","nilf, unable to work","high school diploma or equivalent",20,40,20000
2000,"new jersey",46,"female","at work","high school diploma or equivalent",52,40,22000
2017,"idaho",37,"female","at work","high school diploma or equivalent",52,35,48000
2000,"south dakota",28,"female","at work","bachelor's degree",52,24,20000
2000,"california",22,"male","nilf, other","some college but no degree",48,15,4320
2017,"texas",33,"male","at work","high school diploma or equivalent",40,40,9380
2017,"new york",47,"female","at work","bachelor's degree",4,20,2000
2017,"north carolina",42,"male","at work","bachelor's degree",52,50,120000
2010,"south dakota",41,"female","at work","grades 7 or 8",52,40,12500
2017,"south carolina",61,"male","at work","master's degree",52,42,50000
2010,"missouri",57,"female","at work","some college but no degree",52,40,40000
2010,"virginia",44,"male","at work","high school diploma or equivalent",44,40,12000
2017,"washington",63,"female","at work","bachelor's degree",52,40,90000
2017,"indiana",47,"female","at work","high school diploma or equivalent",26,30,10400
2017,"arizona",33,"female","at work","bachelor's degree",52,40,35000
2017,"louisiana",40,"female","at work","grade 11",52,40,10000
2010,"georgia",45,"female","at work","bachelor's degree",52,40,48000
2017,"district of columbia",21,"male","nilf, other","some college but no degree",8,40,4900
2010,"tennessee",28,"female","nilf, other","bachelor's degree",36,15,4900
2017,"mississippi",27,"male","at work","bachelor's degree",52,40,37000
2000,"kentucky",26,"male","at work","bachelor's degree",52,40,50000
2010,"alaska",25,"female","at work","high school diploma or equivalent",40,35,17000
2017,"iowa",48,"female","at work","associate's degree, occupational/vocational program",52,30,11700
2000,"pennsylvania",19,"female","nilf, other","some college but no degree",15,40,2320
2010,"oklahoma",45,"male","at work","some college but no degree",13,30,5000
2017,"illinois",23,"female","at work","bachelor's degree",32,40,11000
2017,"new york",35,"male","at work","bachelor's degree",52,40,42000
2010,"ohio",35,"female","at work","bachelor's degree",52,24,20000
2010,"virginia",34,"female","at work","bachelor's degree",52,40,91500
2017,"district of columbia",37,"female","at work","high school diploma or equivalent",52,52,35000
2000,"florida",60,"female","nilf, retired","bachelor's degree",26,48,38000
2010,"minnesota",58,"male","unemployed, experienced worker","bachelor's degree",12,40,30000
2000,"texas",48,"female","at work","some college but no degree",52,40,27500
2010,"virginia",24,"female","at work","high school diploma or equivalent",52,35,10000
2017,"maryland",44,"female","at work","some college but no degree",52,40,75000
2010,"utah",53,"female","at work","bachelor's degree",48,34,10000
2017,"california",38,"male","at work","bachelor's degree",52,40,180000
2017,"north carolina",45,"male","at work","associate's degree, academic program",52,50,40000
2017,"district of columbia",42,"male","at work","some college but no degree",52,40,26000
2010,"massachusetts",20,"male","at work","some college but no degree",52,20,8000
2017,"arkansas",43,"female","at work","high school diploma or equivalent",52,30,35000
